,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
760,Middle-Age,No,Travel_Frequently,Very High,Sales,Short,Bachelor,Marketing,High,Female,Low,Medium,3,Sales Executive,Medium,Married,High,Very High,2,No,Low,Excellent,Low,1,Over 15 years,2,Better,Over 9 years,4 to 7 years,Over 3 years,Over 7 years
761,Middle-Age,Yes,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Other,Low,Male,High,High,2,Laboratory Technician,High,Divorced,Average,Low,7,No,Average,Excellent,Medium,1,7 to 10 years,3,Good,<= 3 years,<= 2 years,None,<= 2 years
762,Middle-Age,Yes,Travel_Frequently,Very High,Research & Development,Short,Bachelor,Life Sciences,Low,Male,Average,High,1,Research Scientist,High,Married,Low,High,6,Yes,Average,Excellent,Medium,1,<= 6 years,2,Better,<= 3 years,<= 2 years,1 year,<= 2 years
763,Middle-Age,No,Travel_Rarely,Very High,Sales,Long,Master,Life Sciences,High,Female,Very High,High,1,Sales Representative,High,Married,Low,High,1,Yes,Very High,Excellent,Very High,1,<= 6 years,2,Better,<= 3 years,<= 2 years,None,<= 2 years
764,Middle-Age,No,Travel_Rarely,Very High,Sales,Long,Below College,Medical,Very High,Male,High,High,1,Sales Representative,High,Married,Low,Very High,1,No,Very High,Outstanding,Medium,0,<= 6 years,5,Better,<= 3 years,<= 2 years,None,<= 2 years
765,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Normal,Master,Other,High,Male,Low,High,1,Research Scientist,High,Married,Low,Low,3,No,High,Excellent,Low,1,7 to 10 years,2,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
766,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,Master,Medical,Medium,Male,Average,High,5,Research Director,High,Married,Very High,Average,2,Yes,Low,Excellent,Very High,1,Over 15 years,2,Good,6 to 9 years,<= 2 years,Over 3 years,4 to 7 years
767,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Bachelor,Other,Very High,Female,Low,High,2,Healthcare Representative,High,Single,Average,Average,3,No,High,Excellent,Low,0,7 to 10 years,3,Good,4 to 5 years,3 years,None,<= 2 years
768,Middle-Age,No,Travel_Rarely,Very High,Sales,Very Long,Bachelor,Marketing,High,Male,High,High,2,Sales Executive,High,Married,Very High,Very High,1,No,Average,Excellent,Medium,1,7 to 10 years,3,Good,6 to 9 years,4 to 7 years,Over 3 years,4 to 7 years
769,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Short,Below College,Medical,Low,Female,Average,Medium,1,Research Scientist,Medium,Divorced,Low,Very High,1,No,Average,Excellent,High,2,<= 6 years,5,Better,4 to 5 years,3 years,1 year,3 years
770,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,Master,Medical,Very High,Male,Low,High,5,Research Director,High,Divorced,Very High,Very High,9,No,High,Excellent,Very High,2,Over 15 years,0,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
771,Middle-Age,No,Travel_Rarely,Very High,Sales,Short,Master,Life Sciences,High,Female,Low,Medium,3,Sales Executive,Medium,Married,Very High,Average,6,No,Low,Excellent,Medium,1,11 to 15 years,4,Better,6 to 9 years,4 to 7 years,Over 3 years,<= 2 years
772,Old,No,Travel_Frequently,Very High,Research & Development,Long,Bachelor,Medical,Low,Female,Average,High,1,Research Scientist,High,Married,Average,Average,2,No,Very High,Excellent,Medium,1,Over 15 years,4,Better,4 to 5 years,4 to 7 years,None,3 years
773,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Doctor,Medical,Very High,Female,Average,Medium,3,Manufacturing Director,Medium,Single,Very High,High,0,No,Low,Excellent,Medium,0,11 to 15 years,2,Good,Over 9 years,Over 7 years,Over 3 years,Over 7 years
774,Old,No,Non-Travel,Very High,Research & Development,Short,Below College,Medical,High,Male,Low,Medium,4,Manager,Medium,Single,Very High,High,7,No,High,Excellent,Medium,0,Over 15 years,3,Best,6 to 9 years,4 to 7 years,Over 3 years,<= 2 years
775,Middle-Age,No,Travel_Rarely,Very High,Sales,Very Long,Bachelor,Medical,High,Male,High,Medium,3,Sales Executive,Medium,Divorced,Very High,Low,5,No,Average,Excellent,High,1,Over 15 years,5,Better,<= 3 years,<= 2 years,None,<= 2 years
776,Young,Yes,Travel_Frequently,Very High,Sales,Long,Bachelor,Marketing,Very High,Female,Average,High,1,Sales Representative,High,Single,Low,High,1,Yes,Average,Excellent,Medium,0,<= 6 years,3,Better,<= 3 years,<= 2 years,None,<= 2 years
777,Young,Yes,Travel_Rarely,Very High,Research & Development,Long,Bachelor,Life Sciences,High,Female,Low,Medium,1,Laboratory Technician,Medium,Single,Low,High,1,No,Average,Excellent,Low,0,<= 6 years,6,Good,<= 3 years,<= 2 years,1 year,<= 2 years
778,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Master,Life Sciences,Very High,Female,High,Medium,2,Research Scientist,Medium,Divorced,Average,Very High,8,Yes,Very High,Outstanding,Low,3,Over 15 years,2,Better,Over 9 years,Over 7 years,1 year,4 to 7 years
779,Middle-Age,Yes,Travel_Rarely,Very High,Research & Development,Normal,Master,Life Sciences,Low,Male,Low,High,1,Research Scientist,High,Married,Low,Average,9,Yes,Low,Excellent,High,3,Over 15 years,2,Best,Over 9 years,<= 2 years,2 to 3 years,4 to 7 years
780,Middle-Age,Yes,Non-Travel,Very High,Research & Development,Very Long,College,Technical Degree,Medium,Male,High,Medium,3,Healthcare Representative,Medium,Single,Very High,Average,1,No,Low,Excellent,Low,0,7 to 10 years,2,Good,Over 9 years,4 to 7 years,1 year,Over 7 years
781,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,College,Medical,Low,Male,Average,Medium,1,Laboratory Technician,Medium,Married,Average,Average,1,No,High,Excellent,Low,2,<= 6 years,2,Better,4 to 5 years,3 years,1 year,3 years
782,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Other,High,Male,Very High,High,2,Manufacturing Director,High,Married,Very High,Average,0,No,High,Excellent,High,1,7 to 10 years,1,Good,6 to 9 years,<= 2 years,None,<= 2 years
783,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,College,Technical Degree,Medium,Female,Low,Very High,1,Research Scientist,Very High,Married,Average,High,1,No,Average,Excellent,High,0,7 to 10 years,3,Better,Over 9 years,4 to 7 years,None,Over 7 years
784,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Below College,Life Sciences,High,Female,Average,Medium,3,Healthcare Representative,Medium,Married,Very High,Very High,0,No,High,Excellent,Low,1,Over 15 years,4,Good,Over 9 years,Over 7 years,1 year,Over 7 years
785,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Master,Technical Degree,Low,Male,Average,High,3,Healthcare Representative,High,Married,Very High,Very High,4,No,Very High,Outstanding,Very High,1,11 to 15 years,6,Better,Over 9 years,Over 7 years,Over 3 years,<= 2 years
786,Middle-Age,No,Non-Travel,Very High,Research & Development,Long,Doctor,Life Sciences,Low,Male,Very High,Low,1,Laboratory Technician,Low,Married,Average,Low,1,No,Very High,Excellent,Very High,3,<= 6 years,4,Better,<= 3 years,<= 2 years,1 year,<= 2 years
787,Old,No,Travel_Frequently,Very High,Research & Development,Short,Below College,Life Sciences,Very High,Male,Average,High,3,Manufacturing Director,High,Married,Very High,High,3,No,High,Excellent,Medium,1,Over 15 years,4,Better,<= 3 years,<= 2 years,1 year,<= 2 years
788,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Bachelor,Other,High,Female,Average,High,2,Research Scientist,High,Single,Average,Low,3,No,Average,Excellent,Very High,0,7 to 10 years,4,Best,6 to 9 years,4 to 7 years,1 year,4 to 7 years
789,Middle-Age,Yes,Travel_Rarely,Very High,Human Resources,Short,College,Medical,Medium,Male,Very High,Medium,3,Human Resources,Medium,Married,Very High,Low,9,No,Average,Excellent,Very High,1,Over 15 years,1,Better,Over 9 years,4 to 7 years,2 to 3 years,4 to 7 years
790,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Bachelor,Life Sciences,Very High,Male,Low,Medium,3,Healthcare Representative,Medium,Divorced,High,Very High,4,No,High,Excellent,High,1,7 to 10 years,2,Better,<= 3 years,<= 2 years,1 year,<= 2 years
791,Middle-Age,Yes,Travel_Rarely,Very High,Sales,Normal,Bachelor,Technical Degree,Very High,Male,Very High,High,3,Sales Executive,High,Single,Very High,Average,0,Yes,Very High,Outstanding,Low,0,7 to 10 years,2,Better,6 to 9 years,4 to 7 years,Over 3 years,4 to 7 years
792,Middle-Age,Yes,Travel_Frequently,Very High,Research & Development,Very Long,Master,Medical,Low,Female,Average,Medium,2,Research Scientist,Medium,Single,Average,Low,1,No,Very High,Outstanding,Medium,0,11 to 15 years,4,Better,Over 9 years,4 to 7 years,2 to 3 years,Over 7 years
793,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,College,Life Sciences,Low,Male,Average,High,1,Laboratory Technician,High,Divorced,Low,Very High,1,No,High,Excellent,Very High,1,<= 6 years,5,Good,4 to 5 years,<= 2 years,2 to 3 years,<= 2 years
794,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Normal,Below College,Life Sciences,Low,Male,Low,High,2,Healthcare Representative,High,Single,High,Very High,0,No,High,Excellent,High,0,7 to 10 years,1,Good,6 to 9 years,<= 2 years,None,Over 7 years
795,Middle-Age,No,Travel_Rarely,Very High,Sales,Long,Master,Life Sciences,Very High,Female,Very High,Medium,2,Sales Executive,Medium,Divorced,High,Very High,2,Yes,Average,Excellent,High,3,7 to 10 years,5,Better,<= 3 years,<= 2 years,None,<= 2 years
796,Middle-Age,Yes,Travel_Rarely,Very High,Research & Development,Normal,Below College,Technical Degree,Very High,Male,Low,High,1,Laboratory Technician,High,Married,Average,Low,1,Yes,High,Excellent,Medium,1,7 to 10 years,3,Best,6 to 9 years,4 to 7 years,Over 3 years,4 to 7 years
797,Middle-Age,Yes,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Medical,Low,Male,Low,High,1,Laboratory Technician,High,Divorced,Low,High,1,No,Very High,Outstanding,High,1,<= 6 years,0,Good,<= 3 years,<= 2 years,None,<= 2 years
798,Middle-Age,Yes,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Medical,Low,Male,Average,Medium,1,Research Scientist,Medium,Single,Low,Low,4,Yes,Very High,Outstanding,Medium,0,<= 6 years,0,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
799,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,College,Medical,Very High,Male,Low,High,4,Manager,High,Married,Very High,High,0,No,High,Excellent,Very High,1,Over 15 years,3,Better,Over 9 years,4 to 7 years,Over 3 years,4 to 7 years
800,Middle-Age,Yes,Travel_Frequently,Very High,Research & Development,Short,Bachelor,Medical,Low,Male,Low,Medium,1,Laboratory Technician,Medium,Divorced,Low,Low,1,No,High,Excellent,Low,2,<= 6 years,2,Better,<= 3 years,<= 2 years,None,<= 2 years
801,Middle-Age,Yes,Travel_Frequently,Very High,Sales,Short,Master,Other,Very High,Male,High,High,2,Sales Executive,High,Single,Average,High,3,Yes,Average,Excellent,Very High,0,<= 6 years,4,Better,<= 3 years,<= 2 years,None,<= 2 years
802,Middle-Age,No,Travel_Frequently,Very High,Sales,Normal,Bachelor,Life Sciences,Very High,Female,Low,High,2,Sales Executive,High,Married,Average,Average,0,No,High,Excellent,High,1,<= 6 years,3,Better,<= 3 years,<= 2 years,None,<= 2 years
803,Middle-Age,No,Non-Travel,Very High,Research & Development,Normal,Master,Life Sciences,High,Male,Low,Medium,1,Research Scientist,Medium,Married,Average,Very High,3,No,High,Excellent,Very High,3,<= 6 years,2,Better,<= 3 years,<= 2 years,None,<= 2 years
804,Middle-Age,No,Non-Travel,Very High,Research & Development,Short,Master,Medical,Low,Male,Low,Very High,4,Manager,Very High,Single,Very High,High,2,No,Very High,Outstanding,High,0,Over 15 years,3,Good,4 to 5 years,4 to 7 years,2 to 3 years,<= 2 years
805,Middle-Age,No,Non-Travel,Very High,Sales,Long,Master,Life Sciences,Medium,Female,Average,Medium,2,Sales Executive,Medium,Married,High,High,1,No,Average,Excellent,Very High,1,11 to 15 years,2,Better,Over 9 years,Over 7 years,Over 3 years,Over 7 years
806,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Master,Life Sciences,Medium,Male,Very High,High,3,Healthcare Representative,High,Single,Very High,High,7,No,Very High,Excellent,Very High,0,Over 15 years,4,Better,6 to 9 years,4 to 7 years,Over 3 years,<= 2 years
807,Middle-Age,No,Travel_Rarely,Very High,Sales,Long,Master,Marketing,High,Male,High,Medium,3,Sales Executive,Medium,Divorced,Very High,Low,0,Yes,Average,Excellent,Medium,2,7 to 10 years,2,Better,6 to 9 years,4 to 7 years,2 to 3 years,4 to 7 years
808,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Master,Life Sciences,High,Female,Very High,High,1,Research Scientist,High,Divorced,Low,Very High,4,No,Very High,Outstanding,Low,1,11 to 15 years,1,Better,6 to 9 years,4 to 7 years,1 year,4 to 7 years
809,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Bachelor,Medical,Very High,Female,Very High,High,3,Manufacturing Director,High,Divorced,High,Low,0,No,High,Excellent,Medium,3,7 to 10 years,3,Good,6 to 9 years,4 to 7 years,1 year,4 to 7 years
810,Middle-Age,No,Travel_Rarely,Very High,Sales,Normal,Below College,Marketing,Low,Male,Average,High,4,Manager,High,Married,Very High,High,3,No,Low,Excellent,Very High,1,Over 15 years,3,Better,Over 9 years,Over 7 years,Over 3 years,Over 7 years
811,Middle-Age,No,Travel_Rarely,Very High,Sales,Short,College,Marketing,Very High,Male,Low,High,3,Sales Executive,High,Single,High,Very High,7,No,High,Excellent,High,0,7 to 10 years,2,Better,<= 3 years,<= 2 years,None,<= 2 years
812,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Very Long,Bachelor,Life Sciences,High,Female,High,High,3,Manufacturing Director,High,Married,Very High,Average,8,No,Low,Excellent,High,1,Over 15 years,1,Better,6 to 9 years,4 to 7 years,None,<= 2 years
813,Middle-Age,Yes,Travel_Frequently,Very High,Research & Development,Short,Bachelor,Life Sciences,Low,Male,Very High,High,4,Healthcare Representative,High,Divorced,Very High,Average,7,No,Low,Excellent,Very High,3,Over 15 years,4,Better,Over 9 years,4 to 7 years,Over 3 years,4 to 7 years
814,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Bachelor,Medical,High,Male,Low,Medium,5,Research Director,Medium,Single,Very High,High,1,No,Average,Excellent,Low,0,Over 15 years,2,Best,Over 9 years,4 to 7 years,Over 3 years,Over 7 years
815,Young,No,Travel_Rarely,Very High,Research & Development,Short,Below College,Technical Degree,Very High,Female,High,Medium,1,Research Scientist,Medium,Single,Low,Very High,1,Yes,Low,Excellent,High,0,<= 6 years,6,Best,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
816,Middle-Age,No,Non-Travel,Very High,Research & Development,Long,Bachelor,Life Sciences,High,Male,High,High,2,Laboratory Technician,High,Single,High,Average,9,No,High,Excellent,High,0,7 to 10 years,2,Good,4 to 5 years,4 to 7 years,None,3 years
817,Middle-Age,No,Non-Travel,Very High,Research & Development,Very Long,Master,Life Sciences,Low,Male,High,High,2,Manufacturing Director,High,Single,High,Very High,2,No,Very High,Outstanding,Low,0,Over 15 years,0,Better,Over 9 years,Over 7 years,None,Over 7 years
818,Middle-Age,No,Travel_Frequently,Very High,Sales,Very Long,Bachelor,Life Sciences,High,Male,High,Very High,1,Sales Representative,Very High,Married,Low,Very High,0,No,Low,Excellent,Low,1,<= 6 years,4,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
819,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,Below College,Life Sciences,Low,Male,High,Medium,1,Research Scientist,Medium,Married,Average,High,0,No,High,Excellent,Low,0,<= 6 years,2,Bad,4 to 5 years,3 years,None,Over 7 years
820,Middle-Age,No,Travel_Frequently,Very High,Sales,Long,College,Marketing,Very High,Male,Average,High,2,Sales Executive,High,Divorced,High,High,1,No,Low,Excellent,Very High,1,<= 6 years,3,Better,4 to 5 years,<= 2 years,None,<= 2 years
821,Middle-Age,No,Travel_Rarely,Very High,Sales,Long,Master,Technical Degree,Very High,Male,Average,Medium,4,Sales Executive,Medium,Married,Very High,Average,6,No,High,Excellent,Medium,1,Over 15 years,3,Better,6 to 9 years,Over 7 years,2 to 3 years,3 years
822,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Short,College,Life Sciences,Very High,Male,Very High,High,2,Manufacturing Director,High,Single,Average,High,2,No,Low,Excellent,Very High,0,<= 6 years,3,Good,<= 3 years,<= 2 years,None,<= 2 years
823,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Long,Bachelor,Life Sciences,Very High,Female,Average,High,1,Research Scientist,High,Divorced,Average,High,0,No,Average,Excellent,Very High,2,7 to 10 years,2,Good,6 to 9 years,4 to 7 years,1 year,<= 2 years
824,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Medical,Medium,Male,Average,Low,2,Laboratory Technician,Low,Single,Average,Average,4,No,Very High,Excellent,Low,0,Over 15 years,3,Better,<= 3 years,<= 2 years,None,<= 2 years
825,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Below College,Medical,Medium,Male,High,Medium,2,Manufacturing Director,Medium,Married,High,High,1,Yes,High,Excellent,High,1,7 to 10 years,2,Good,Over 9 years,4 to 7 years,1 year,<= 2 years
826,Middle-Age,No,Travel_Rarely,Very High,Human Resources,Short,Bachelor,Human Resources,High,Male,Low,Very High,1,Human Resources,Very High,Married,Low,Low,1,No,Average,Excellent,Very High,1,7 to 10 years,2,Best,6 to 9 years,4 to 7 years,Over 3 years,<= 2 years
827,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Normal,Bachelor,Life Sciences,High,Male,Low,Medium,1,Research Scientist,Medium,Divorced,Low,Very High,1,Yes,Average,Excellent,Very High,1,<= 6 years,2,Better,<= 3 years,<= 2 years,None,<= 2 years
828,Young,Yes,Non-Travel,Very High,Research & Development,Long,Below College,Medical,High,Male,High,High,1,Laboratory Technician,High,Single,Low,Average,1,No,Low,Excellent,Very High,0,<= 6 years,0,Better,<= 3 years,<= 2 years,None,<= 2 years
829,Middle-Age,Yes,Travel_Rarely,Very High,Sales,Long,Master,Marketing,Low,Female,High,High,2,Sales Executive,High,Single,High,High,0,Yes,High,Excellent,Low,0,<= 6 years,3,Better,4 to 5 years,<= 2 years,None,3 years
830,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Master,Life Sciences,Medium,Male,Low,High,1,Laboratory Technician,High,Married,Average,Average,3,Yes,Low,Excellent,Low,1,<= 6 years,4,Better,<= 3 years,<= 2 years,None,<= 2 years
831,Middle-Age,Yes,Travel_Frequently,Very High,Research & Development,Very Long,Bachelor,Medical,High,Male,High,High,1,Laboratory Technician,High,Married,Low,Low,1,No,Low,Excellent,High,1,<= 6 years,5,Good,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
